model,year,motor_type,running,color,type,status,motor_volume,price
0,0.6368890554603677,3,-1.139902957195297,1,1.0,3.0,-0.13841630326565363,0.2812092258847652
3,0.33319460822182617,3,0.14849366408490666,8,,3.0,1.8379277833622016,0.6296947493530175
4,-1.1852776279708812,3,0.3182820377956667,16,1.0,2.0,-1.7194915725679376,-1.154551130804434
3,0.9405835026989091,3,-0.7332291188946375,1,4.0,3.0,1.8379277833622016,2.5115165760815796
3,0.6368890554603677,3,-0.23414075117036726,1,4.0,3.0,1.8379277833622016,0.09999675368127406
2,-2.8555970877828596,1,1.6001109779783815,16,1.0,3.0,-0.13841630326565363,-1.5030366542726863
2,-2.703749864163589,1,-0.19858447034252474,14,1.0,3.0,-0.13841630326565363,-1.5727337589663368
3,0.33319460822182617,3,0.06531226946419498,1,,3.0,1.8379277833622016,0.2115121211911148
4,-0.12234706263598606,3,0.0908607742148625,7,1.0,3.0,-0.13841630326565363,-0.2763676116644384
2,-0.8815831807323398,4,0.8144738856083306,14,1.0,3.0,-0.13841630326565363,-0.6527319770101508
4,0.33319460822182617,3,0.8139448210506004,14,1.0,3.0,-0.13841630326565363,-0.17879166509332775
0,1.0924307263181798,3,-1.219912690423591,16,1.0,,-0.13841630326565363,1.5218176894317432
2,0.18134738460255542,3,0.18389674567973696,1,1.0,2.0,-0.13841630326565363,0.9781802728212697
3,0.6368890554603677,3,-0.30068586686693666,16,4.0,3.0,1.8379277833622016,0.6296947493530175
2,-1.0334304043516105,1,2.385748070348433,16,1.0,2.0,-0.13841630326565363,-0.48545892574538974
0,0.6368890554603677,3,-1.025570883363631,13,1.0,3.0,-0.13841630326565363,0.3509063305784157
4,0.33319460822182617,3,-0.30195777197016305,16,1.0,3.0,-1.7194915725679376,0.2115121211911148
0,0.9405835026989091,3,-0.6500477242739258,7,1.0,3.0,-0.13841630326565363,0.5599976446593671
0,1.0924307263181798,3,-1.1806308358050885,1,1.0,3.0,-0.13841630326565363,-0.0324277452366618
3,0.33319460822182617,3,-0.7332291188946375,16,1.0,3.0,-0.13841630326565363,-0.20667050697078793
3,0.33319460822182617,3,-0.13432307762551313,14,4.0,3.0,-0.13841630326565363,0.5321188027819068
3,0.6368890554603677,3,-0.566866329653214,1,4.0,3.0,-0.13841630326565363,0.5321188027819068
3,0.6368890554603677,1,-0.6120776768530779,14,4.0,3.0,-0.13841630326565363,0.39272459339460597
1,0.18134738460255542,3,0.048675990540052526,1,1.0,3.0,-0.9289539379167956,-0.5551560304390402
1,0.7887362790796384,3,-0.4673550545743843,2,1.0,3.0,-0.13841630326565363,0.12787559555873423
0,1.0924307263181798,3,-0.8164105135153491,1,1.0,3.0,-0.13841630326565363,1.1036350612698405
3,0.4850418318410969,3,0.7141271475057462,14,4.0,3.0,-0.13841630326565363,-0.06727629758348702
0,0.7887362790796384,3,-1.0772575341774502,7,1.0,3.0,-0.13841630326565363,-0.06727629758348702
2,0.4850418318410969,3,-0.09521116871488644,1,,3.0,-0.13841630326565363,2.455758892326659
4,0.33319460822182617,3,-0.09521116871488644,16,1.0,3.0,-1.7194915725679376,0.4206034352720661
0,0.02950016098328468,3,0.3647652900987569,16,1.0,3.0,-0.13841630326565363,-0.44364066292919946
1,0.6368890554603677,3,-0.4673550545743843,7,1.0,3.0,-0.13841630326565363,0.07211791180381387
2,0.02950016098328468,3,0.7317752443062199,16,1.0,3.0,-0.13841630326565363,1.493938847554283
0,-0.12234706263598606,3,-0.1468978195287056,2,1.0,3.0,-0.13841630326565363,-0.833944449213642
2,0.6368890554603677,3,-0.16757247985423324,7,1.0,3.0,-0.13841630326565363,2.6509107854688807
2,0.7887362790796384,3,-0.9635469023870481,1,1.0,3.0,-0.13841630326565363,-0.0324277452366618
4,0.6368890554603677,3,0.008162132912751856,1,1.0,,-0.13841630326565363,0.9781802728212697
2,-1.0334304043516105,3,1.09676156276102,16,1.0,2.0,-0.13841630326565363,-0.6945502398263411
1,0.6368890554603677,3,-1.0152335532008672,2,1.0,3.0,-0.13841630326565363,-0.15091282321586758
3,0.33319460822182617,3,-0.23414075117036726,16,4.0,3.0,-0.13841630326565363,0.2115121211911148
2,-2.5519026405443177,1,3.419481086624815,2,1.0,3.0,-0.13841630326565363,-1.3636424448853854
2,-2.703749864163589,1,0.9281845173987326,2,1.0,2.0,-0.13841630326565363,-1.433339549579036
1,1.0924307263181798,3,-1.1599561754795609,1,1.0,3.0,-0.13841630326565363,-0.0324277452366618
0,0.6368890554603677,3,-0.7665016767429222,16,1.0,3.0,-0.13841630326565363,-0.0324277452366618
0,0.33319460822182617,3,0.4812192425677534,13,1.0,3.0,-0.13841630326565363,-0.30424645354189855
4,0.6368890554603677,3,-0.9221975817359928,7,1.0,3.0,-0.13841630326565363,1.5078782684930132
2,-0.42604150987452755,3,-0.3122951021329269,16,1.0,3.0,-0.13841630326565363,-0.06727629758348702
2,-2.703749864163589,1,1.1245937904912455,1,1.0,2.0,-0.13841630326565363,-1.5309154961501465
3,0.33319460822182617,3,0.19840250085733357,14,4.0,3.0,-0.13841630326565363,0.07211791180381387
1,0.6368890554603677,3,-0.48290302992306755,14,1.0,3.0,-0.13841630326565363,0.5321188027819068
4,0.33319460822182617,3,-0.4673550545743843,1,1.0,3.0,-0.13841630326565363,0.2115121211911148
1,0.6368890554603677,3,-0.28404958794279417,16,1.0,3.0,-0.13841630326565363,0.044239069926353694
3,0.4850418318410969,3,-0.7498653978187798,1,4.0,3.0,1.8379277833622016,0.14181501649746434
0,1.0924307263181798,3,-1.1186068548285055,1,1.0,3.0,-0.13841630326565363,1.2290898497184113
2,0.4850418318410969,3,-0.6430896673413694,16,1.0,3.0,-0.13841630326565363,2.3303041038780883
2,-1.0334304043516105,3,1.5958499304852902,13,1.0,3.0,3.814271869990057,-0.7921261863974517
4,0.4850418318410969,3,0.24592072665631992,16,1.0,3.0,-0.13841630326565363,-0.16485224415459765
0,0.6368890554603677,3,-0.6442582992083242,16,1.0,3.0,-0.13841630326565363,-0.2763676116644384
2,-3.0074443114021303,1,2.3960854005111965,14,1.0,3.0,-0.9289539379167956,-1.6006126008437969
2,-1.0334304043516105,3,1.5587616573273262,7,1.0,2.0,5.790615956617913,-0.7642473445199915
0,0.33319460822182617,3,-0.2192591306680524,16,1.0,3.0,-0.13841630326565363,0.3509063305784157
3,0.33319460822182617,3,-0.33395842471522125,16,4.0,3.0,-0.13841630326565363,0.2812092258847652
3,0.18134738460255542,3,0.34812901117461464,16,,3.0,1.8379277833622016,-0.09515513946094721
1,0.6368890554603677,3,-0.9707830335009828,2,1.0,3.0,-0.13841630326565363,-0.19273108603205785
0,0.33319460822182617,3,0.048675990540052526,1,1.0,,-0.13841630326565363,-0.5412166095003101
2,-0.2741942862552568,3,0.7317752443062199,1,1.0,3.0,5.790615956617913,0.5599976446593671
0,0.9405835026989091,3,-0.7997742345912069,7,1.0,3.0,-0.13841630326565363,1.2430292706571415
4,0.33319460822182617,3,0.5976731950367498,1,1.0,3.0,-0.9289539379167956,-0.20667050697078793
2,-1.1852776279708812,3,0.7421125744689837,14,1.0,2.0,1.8379277833622016,-1.140611709865704
3,0.6368890554603677,3,-0.06777796192894375,1,4.0,2.0,1.8379277833622016,0.3509063305784157
1,0.6368890554603677,3,-0.6327523371786056,7,1.0,3.0,-0.13841630326565363,0.030299648987623603
3,0.6368890554603677,3,-0.5397163657137312,1,4.0,2.0,-0.13841630326565363,0.880604326250159
3,0.6368890554603677,3,-0.13432307762551313,2,4.0,3.0,-0.13841630326565363,0.23939096306857496
3,0.7887362790796384,3,-0.30195777197016305,7,4.0,3.0,-0.13841630326565363,0.33696690963968556
2,0.7887362790796384,3,-0.9273662468173747,16,1.0,,-2.114760389893509,2.860002099549832
2,-2.0963609696865055,3,1.765508260582603,6,1.0,3.0,-0.13841630326565363,-1.2103088145593544
1,0.4850418318410969,3,-1.2306372224475692,7,1.0,3.0,-0.13841630326565363,0.18363327931365458
2,-0.42604150987452755,3,1.0418951491891348,1,1.0,3.0,-0.9289539379167956,-0.15091282321586758
4,1.0924307263181798,3,-0.9661370238326302,14,1.0,3.0,-0.13841630326565363,-0.0324277452366618
4,-0.2741942862552568,3,-0.2175044722462248,16,1.0,2.0,-0.9289539379167956,-0.2763676116644384
2,-2.400055416925047,1,1.631122968466673,2,1.0,3.0,-0.13841630326565363,-1.3915212867628457
2,0.9405835026989091,3,-1.141348981186586,1,1.0,,-0.13841630326565363,8.64486178912282
3,0.6368890554603677,3,-0.5087043752254397,2,4.0,2.0,-0.13841630326565363,-0.20667050697078793
1,0.7887362790796384,3,-0.33298009978861726,16,1.0,3.0,-0.13841630326565363,-0.08121571852221712
2,-1.7926665224479643,1,1.3520150540720497,14,1.0,2.0,-0.13841630326565363,-1.3497030239466554
2,-2.703749864163589,3,0.421655339423305,14,1.0,3.0,-0.13841630326565363,-1.5030366542726863
2,-3.0074443114021303,1,-1.2311907176311665,2,1.0,2.0,-0.13841630326565363,-1.6006126008437969
2,0.33319460822182617,3,-0.06777796192894375,7,1.0,3.0,-0.13841630326565363,1.5636359522479335
0,0.18134738460255542,3,0.6143094739608921,10,1.0,2.0,-0.13841630326565363,-0.6248531351326906
1,0.7887362790796384,3,-0.0012328462323743872,2,1.0,3.0,-0.13841630326565363,0.12787559555873423
0,0.9405835026989091,3,-0.9015229214104651,16,1.0,3.0,-0.13841630326565363,1.1175744822085707
3,0.6368890554603677,3,-0.7826436245386811,1,4.0,3.0,-2.905298024544651,1.3824234800444424
3,0.33319460822182617,3,0.0985848273124796,16,4.0,3.0,-0.13841630326565363,-0.0324277452366618
1,0.33319460822182617,3,-0.19858447034252474,14,1.0,3.0,-0.13841630326565363,-0.20667050697078793
2,-1.1852776279708812,4,0.421655339423305,10,1.0,2.0,-0.13841630326565363,-0.0324277452366618
0,0.33319460822182617,3,-0.363981752946746,16,1.0,2.0,-0.13841630326565363,-0.2484887697869782
4,0.18134738460255542,3,0.421655339423305,16,1.0,3.0,-0.13841630326565363,-0.13697340227713747
1,0.7887362790796384,3,-1.2090266961251084,1,1.0,3.0,-0.13841630326565363,0.9781802728212697
1,0.7887362790796384,3,-0.5502300507290717,1,1.0,3.0,-0.13841630326565363,0.11393617462000415
0,-0.5778887334937983,1,1.2631243520024436,1,1.0,3.0,-0.9289539379167956,-0.9733386586009429
0,0.4850418318410969,3,-0.41566840376056513,1,1.0,3.0,-0.13841630326565363,-0.34606471635808883
1,0.4850418318410969,3,0.14849366408490666,2,1.0,3.0,-0.13841630326565363,-0.02545803476729676
2,-1.944513746067235,3,1.046852725988593,6,1.0,3.0,4.6048095046412,-0.5551560304390402
4,-1.0334304043516105,1,2.2823747687207945,1,1.0,2.0,-0.13841630326565363,-1.140611709865704
0,0.6368890554603677,3,-0.7498653978187798,7,1.0,3.0,-0.13841630326565363,-0.2763676116644384
4,0.6368890554603677,3,-0.7154509784807163,1,1.0,3.0,-0.13841630326565363,0.5321188027819068
2,-2.0963609696865055,3,1.7271877776692373,2,1.0,2.0,-0.9289539379167956,-1.3915212867628457
2,-2.8555970877828596,1,1.5587616573273262,1,1.0,2.0,-0.13841630326565363,-1.5727337589663368
3,0.4850418318410969,3,-0.23867263671372285,14,4.0,3.0,-0.13841630326565363,0.6993918540466679
1,0.02950016098328468,3,0.18176622193319128,1,1.0,2.0,-0.13841630326565363,-0.7363685026425314
2,-2.703749864163589,1,0.25625805681908376,16,1.0,3.0,-0.13841630326565363,-1.0848540261107835
4,1.2442779499374506,3,-1.2321107400156524,16,1.0,3.0,-0.13841630326565363,1.8006061082063451
2,-1.1852776279708812,1,1.8688815622102413,16,1.0,2.0,-0.13841630326565363,-1.0709146051720535
2,-2.2482081933057763,3,0.04388794595526365,14,1.0,2.0,-0.9289539379167956,-1.4194001286403057
1,-0.2741942862552568,3,-0.2812831116446354,1,1.0,2.0,-0.13841630326565363,-0.9036415539072924
0,0.02950016098328468,3,-0.06777796192894375,7,1.0,2.0,-0.13841630326565363,-0.6248531351326906
2,-3.0074443114021303,1,0.9385218475614965,14,1.0,,-0.13841630326565363,-1.6006126008437969
2,0.02950016098328468,3,0.0985848273124796,1,1.0,3.0,-0.13841630326565363,-0.0324277452366618
2,-2.400055416925047,3,1.3416777239092859,7,1.0,3.0,-0.9289539379167956,-1.0778843156414186
4,-1.0334304043516105,3,0.1632220853542093,1,1.0,3.0,-1.7194915725679376,-0.7084896607650711
0,0.02950016098328468,3,0.14849366408490666,16,1.0,2.0,-0.13841630326565363,-0.6248531351326906
0,-0.12234706263598606,1,0.08194854838833729,16,1.0,,-0.9289539379167956,-0.7224290817038013
1,0.33319460822182617,3,0.11854836202145039,2,1.0,3.0,-0.13841630326565363,-0.6945502398263411
1,0.6368890554603677,3,-0.9162281870602033,10,1.0,,-0.13841630326565363,-0.16485224415459765
4,0.18134738460255542,3,-0.0012328462323743872,10,1.0,3.0,-0.13841630326565363,-0.17879166509332775
4,0.33319460822182617,3,0.0985848273124796,1,1.0,3.0,-0.13841630326565363,-0.08121571852221712
3,0.33319460822182617,3,0.3448017553897863,16,4.0,3.0,1.8379277833622016,0.2812092258847652
4,0.9405835026989091,3,-0.33395842471522125,14,1.0,3.0,-0.9289539379167956,0.4624216980882564
0,-0.5778887334937983,1,0.6808545896574616,1,1.0,2.0,-0.13841630326565363,-0.9454598167234827
3,0.33319460822182617,3,-0.27508071354697705,1,4.0,3.0,1.8379277833622016,0.07211791180381387
3,0.6368890554603677,3,-0.08275061296067189,1,,3.0,1.8379277833622016,0.33696690963968556
0,0.4850418318410969,1,-0.5335937718049294,16,1.0,3.0,-0.13841630326565363,-0.1090945603996773
4,0.33319460822182617,3,-0.4570177244116205,10,1.0,3.0,-0.13841630326565363,0.2812092258847652
0,0.4850418318410969,3,0.5477643582643229,16,1.0,3.0,-0.13841630326565363,-0.2903070326031685
0,0.6368890554603677,3,-1.049318418453342,2,1.0,3.0,-0.13841630326565363,0.08605733274254397
2,0.33319460822182617,3,0.13185738516076437,3,1.0,,-0.13841630326565363,-0.2484887697869782
3,0.33319460822182617,3,-0.367230982563506,16,4.0,2.0,1.8379277833622016,-0.16485224415459765
2,-2.5519026405443177,3,2.9026145784866237,4,1.0,3.0,-0.13841630326565363,-1.3915212867628457
1,0.7887362790796384,3,-0.23414075117036726,14,1.0,3.0,-0.13841630326565363,0.4206034352720661
0,-0.5778887334937983,3,0.7307634264298886,7,1.0,,-0.9289539379167956,-0.8618232910911021
0,0.7887362790796384,3,-0.9015229214104651,7,1.0,3.0,-0.13841630326565363,0.4206034352720661
4,0.6368890554603677,3,-0.4005035404117906,1,1.0,3.0,-0.13841630326565363,0.4206034352720661
3,0.7887362790796384,3,-0.9325349118987566,7,4.0,,-0.13841630326565363,0.6854524331079378
1,0.4850418318410969,3,0.08194854838833729,16,1.0,3.0,-0.13841630326565363,-0.41576182105173926
4,0.7887362790796384,3,-1.0048962230381033,2,1.0,3.0,-0.13841630326565363,0.5599976446593671
2,-2.5519026405443177,1,1.093581800002954,8,1.0,2.0,1.4426589660366302,-1.433339549579036
3,0.9405835026989091,3,-1.1175271620423255,2,4.0,3.0,-0.13841630326565363,1.940000317593646
2,-1.1852776279708812,3,1.0801252838368778,1,1.0,2.0,1.8379277833622016,-1.0987934470495138
0,-0.2741942862552568,3,0.8305810999747427,16,1.0,2.0,-0.13841630326565363,-0.833944449213642
3,0.7887362790796384,3,-0.8330467924394914,1,4.0,3.0,-0.13841630326565363,0.37878517245587584
1,0.6368890554603677,3,-0.4005035404117906,16,1.0,3.0,-0.13841630326565363,-0.19273108603205785
2,-0.729735957113069,3,0.8638536578230273,1,1.0,2.0,3.814271869990057,-0.45758008386792953
1,-0.729735957113069,3,1.9951206246647069,5,1.0,2.0,-0.13841630326565363,-1.168490551743164
2,-3.0074443114021303,3,2.0652908353027537,14,1.0,3.0,-0.13841630326565363,-1.4890972333339563
0,0.7887362790796384,3,-0.5087043752254397,1,1.0,3.0,-0.13841630326565363,0.07211791180381387
3,0.33319460822182617,4,0.5976731950367498,1,4.0,3.0,-0.13841630326565363,-0.039397455706026846
3,0.4850418318410969,3,-0.5835026085773564,14,4.0,,-0.13841630326565363,0.14181501649746434
2,0.4850418318410969,3,-0.5190417053882035,1,1.0,3.0,-0.13841630326565363,1.3127263753507918
0,-0.12234706263598606,3,0.2313423331271354,16,1.0,2.0,-0.13841630326565363,-0.7642473445199915
1,1.0924307263181798,3,-1.1541269756754386,16,1.0,3.0,-0.13841630326565363,1.661211898819044
2,-2.5519026405443177,3,2.594026665933831,16,1.0,2.0,3.0237342353389143,-1.3218241820691952
3,0.4850418318410969,3,-0.06777796192894375,1,4.0,3.0,-0.13841630326565363,0.3509063305784157
0,-0.5778887334937983,3,0.48367932039988804,14,1.0,2.0,-0.13841630326565363,-0.8060656073361818
1,-0.729735957113069,3,0.19840250085733357,16,1.0,3.0,-0.13841630326565363,-1.0430357632945932
3,0.33319460822182617,3,-0.6120776768530779,14,4.0,3.0,-0.13841630326565363,-0.13697340227713747
0,0.6368890554603677,3,0.015403432691767919,1,1.0,3.0,-0.13841630326565363,-0.06727629758348702
1,0.4850418318410969,3,-0.8995919081360608,1,1.0,3.0,-0.13841630326565363,-0.30424645354189855
1,0.7887362790796384,3,-0.6334114453497834,13,1.0,3.0,-0.13841630326565363,-0.13697340227713747
2,-1.0334304043516105,3,0.1322100948659178,1,1.0,2.0,-0.13841630326565363,-0.3112161640112636
4,0.7887362790796384,3,-0.8995919081360608,16,1.0,,-0.13841630326565363,0.09999675368127406
3,0.9405835026989091,3,-1.2219801564561439,1,4.0,3.0,-0.13841630326565363,0.7690889587403184
1,0.33319460822182617,3,-0.13432307762551313,14,1.0,2.0,-0.13841630326565363,-0.5551560304390402
2,0.33319460822182617,3,-0.2916204418073992,1,,3.0,-0.13841630326565363,3.208487623018084
3,0.6368890554603677,3,-0.08441424085308606,7,4.0,3.0,-0.13841630326565363,0.3509063305784157
2,-0.42604150987452755,3,0.11153543454039015,2,1.0,3.0,-0.13841630326565363,-0.48545892574538974
4,0.4850418318410969,3,-0.72578830864348,16,1.0,3.0,-0.9289539379167956,-0.06727629758348702
4,-0.2741942862552568,1,0.421655339423305,1,1.0,3.0,-1.7194915725679376,-0.16485224415459765
1,0.4850418318410969,3,0.34812901117461464,10,1.0,3.0,-0.13841630326565363,-0.5969742932552304
3,0.6368890554603677,3,-0.4171398193359329,7,4.0,3.0,-0.13841630326565363,1.0060591146987299
3,0.33319460822182617,3,-0.6224150070158417,14,4.0,3.0,1.8379277833622016,0.2115121211911148
4,0.6368890554603677,3,-0.7671376292945353,1,1.0,3.0,-0.13841630326565363,0.3509063305784157
3,0.4850418318410969,3,0.18176622193319128,1,4.0,2.0,-0.13841630326565363,0.07211791180381387
1,-0.42604150987452755,3,0.3814015690228995,1,1.0,3.0,-0.13841630326565363,-0.9593992376622128
4,-0.2741942862552568,3,0.5250286410509434,16,1.0,3.0,-1.7194915725679376,-0.34606471635808883
2,-0.8815831807323398,3,0.8139448210506004,13,1.0,3.0,-0.13841630326565363,-0.5551560304390402
2,-1.0334304043516105,3,1.3520150540720497,1,1.0,2.0,3.814271869990057,-0.7642473445199915
4,1.0924307263181798,3,-1.184072277738895,14,4.0,3.0,-0.13841630326565363,2.3721223666942786
3,0.33319460822182617,3,-0.15095935654965542,9,,3.0,1.8379277833622016,0.6296947493530175
4,0.6368890554603677,3,-0.39360854119322713,16,1.0,3.0,-0.13841630326565363,0.9781802728212697
0,0.33319460822182617,3,-0.5603910260392587,16,1.0,3.0,-0.13841630326565363,-0.1090945603996773
1,0.6368890554603677,3,-0.8663193502877761,1,1.0,3.0,-0.13841630326565363,0.14181501649746434
1,0.6368890554603677,3,-0.7332291188946375,10,1.0,3.0,-0.13841630326565363,0.14181501649746434
1,0.6368890554603677,3,-0.13432307762551313,7,1.0,3.0,-0.13841630326565363,0.07211791180381387
2,0.33319460822182617,3,0.13185738516076437,1,1.0,3.0,-0.13841630326565363,1.452120584738093
1,0.7887362790796384,3,-0.2008681933220825,1,1.0,3.0,-0.13841630326565363,0.2812092258847652
0,0.18134738460255542,3,-0.9162281870602033,16,1.0,3.0,-0.13841630326565363,-0.34606471635808883
2,-0.729735957113069,3,1.1799429573817317,1,1.0,2.0,3.814271869990057,-0.48545892574538974
4,0.7887362790796384,3,0.49785552149189566,16,1.0,3.0,-0.9289539379167956,0.2115121211911148
2,0.33319460822182617,3,-0.5810656863647864,1,1.0,3.0,-0.13841630326565363,1.953939738532376
1,0.6368890554603677,3,-0.7361256388062438,9,1.0,2.0,-0.13841630326565363,-0.34606471635808883
3,0.4850418318410969,3,-0.4005035404117906,16,4.0,2.0,-0.13841630326565363,0.4206034352720661
2,-2.2482081933057763,1,0.8351485459338582,14,1.0,2.0,-0.13841630326565363,-1.447278970517766
3,0.6368890554603677,3,-1.1289441849912694,7,4.0,3.0,-0.13841630326565363,0.6993918540466679
2,-2.5519026405443177,3,0.8351485459338582,8,1.0,2.0,4.6048095046412,-1.461218391456496
2,-2.0963609696865055,1,1.9205682130240602,14,1.0,,4.6048095046412,-1.3915212867628457
0,0.6368890554603677,3,-1.0160458606050573,1,1.0,3.0,-0.13841630326565363,0.07211791180381387
3,0.4850418318410969,3,-0.6666840031980681,9,4.0,3.0,-0.13841630326565363,0.37878517245587584
2,-1.1852776279708812,3,0.5560406315392348,1,1.0,3.0,1.0473901487110588,-1.1266722889269738
2,-2.5519026405443177,4,1.941242873349588,16,1.0,3.0,-0.9289539379167956,-1.3915212867628457
0,0.7887362790796384,3,-0.6334114453497834,2,1.0,3.0,-0.13841630326565363,0.14181501649746434
0,0.4850418318410969,3,0.06531226946419498,2,1.0,3.0,-0.13841630326565363,-0.2833373221338034
1,-0.12234706263598606,3,0.7473997053540309,1,1.0,2.0,-0.9289539379167956,-0.8060656073361818
0,0.02950016098328468,3,0.7307634264298886,16,1.0,3.0,-0.9289539379167956,-0.0324277452366618
2,-2.2482081933057763,1,2.0446161749772265,1,1.0,2.0,-0.13841630326565363,-1.5030366542726863
3,0.33319460822182617,3,-0.37554912202557716,1,,3.0,-0.13841630326565363,0.2812092258847652
3,0.33319460822182617,3,0.4733419902371242,1,1.0,2.0,-0.13841630326565363,-0.34606471635808883
2,-3.3111387586406718,3,2.385748070348433,2,1.0,,-0.9289539379167956,-1.767885652108558
1,0.6368890554603677,3,-0.28404958794279417,16,1.0,3.0,-0.13841630326565363,0.07211791180381387
2,-0.5778887334937983,3,1.109770059037842,16,1.0,2.0,-0.13841630326565363,-0.48545892574538974
3,0.33319460822182617,3,-0.42847635583222954,13,4.0,3.0,-0.13841630326565363,0.2115121211911148
1,0.33319460822182617,4,-0.13432307762551313,2,1.0,3.0,-0.13841630326565363,-0.6387925560714207
2,-0.42604150987452755,3,-0.19858447034252474,14,1.0,3.0,-0.13841630326565363,-0.2763676116644384
0,0.4850418318410969,3,0.2649476165539031,1,1.0,3.0,-0.13841630326565363,-0.48545892574538974
3,0.33319460822182617,3,-0.40533107359780135,14,4.0,3.0,1.8379277833622016,0.07211791180381387
3,0.4850418318410969,3,-0.5603910260392587,16,4.0,3.0,-0.13841630326565363,0.4903005399657166
4,0.33319460822182617,3,-0.09521116871488644,2,1.0,3.0,-0.9289539379167956,0.07211791180381387
4,0.7887362790796384,3,-0.7981496197828268,16,1.0,3.0,-0.13841630326565363,0.6993918540466679
2,-0.729735957113069,1,1.3003284032582305,7,1.0,3.0,3.814271869990057,-0.5551560304390402
0,1.2442779499374506,3,-1.1031008595843599,14,1.0,3.0,-0.13841630326565363,1.3963629009831724
3,0.33319460822182617,3,-0.23414075117036726,1,4.0,3.0,1.8379277833622016,0.3509063305784157
4,0.33319460822182617,3,-0.49836704506267576,16,1.0,3.0,-1.7194915725679376,0.6993918540466679
1,0.6368890554603677,3,-0.2008681933220825,1,1.0,3.0,-0.13841630326565363,-0.34606471635808883
3,0.33319460822182617,3,-0.15095935654965542,7,4.0,3.0,-0.13841630326565363,0.6296947493530175
4,1.0924307263181798,3,-1.2090481564225264,13,1.0,3.0,-0.13841630326565363,1.953939738532376
3,-0.5778887334937983,3,0.9178471872359688,16,,,-0.13841630326565363,-1.001217500478403
3,0.4850418318410969,3,-1.0772575341774502,16,4.0,3.0,-0.13841630326565363,0.07211791180381387
1,0.6368890554603677,3,-0.23414075117036726,2,1.0,2.0,-0.13841630326565363,0.044239069926353694
0,0.6368890554603677,3,-0.7831379556670646,16,1.0,3.0,-0.13841630326565363,0.11393617462000415
4,0.33319460822182617,3,0.9303987735195968,2,1.0,3.0,-0.9289539379167956,0.0024208071101634227
2,-1.337124851590152,3,0.6594139331668731,1,1.0,3.0,-0.13841630326565363,-1.1127328679882438
1,0.6368890554603677,3,-0.7332291188946375,16,1.0,3.0,-0.13841630326565363,0.5599976446593671
1,-0.2741942862552568,3,1.2631243520024436,16,1.0,2.0,-0.13841630326565363,-0.8897021329685624
4,0.02950016098328468,3,-0.2008681933220825,1,1.0,3.0,-0.13841630326565363,-0.2345493488482481
4,0.02950016098328468,3,-0.10105051977722852,10,1.0,3.0,-0.13841630326565363,-0.2624281907257083
3,0.6368890554603677,3,-0.4171398193359329,7,4.0,3.0,-0.13841630326565363,1.0060591146987299
1,0.6368890554603677,3,-0.46704865610836,1,1.0,3.0,-0.13841630326565363,-0.02545803476729676
3,0.4850418318410969,3,0.21503877978147587,2,4.0,3.0,-0.13841630326565363,0.12787559555873423
3,0.7887362790796384,1,-0.6947763181551886,1,4.0,3.0,1.8379277833622016,0.2115121211911148
0,-1.1852776279708812,3,0.4096832431939415,14,1.0,2.0,-0.13841630326565363,-1.154551130804434
1,0.6368890554603677,3,0.06531226946419498,16,1.0,3.0,-0.13841630326565363,-0.0324277452366618
0,0.4850418318410969,3,-0.10105051977722852,1,1.0,2.0,-0.13841630326565363,0.07211791180381387
0,1.0924307263181798,3,-1.099227255225769,1,1.0,2.0,-0.13841630326565363,1.187271586902221
4,-0.12234706263598606,3,0.7937992252828029,16,1.0,3.0,-1.7194915725679376,-0.16485224415459765
3,0.4850418318410969,3,0.058657757894538004,7,1.0,3.0,-0.13841630326565363,0.2115121211911148
1,-0.42604150987452755,1,0.4313104057953264,16,1.0,3.0,-0.13841630326565363,-0.8478838701523721
4,0.6368890554603677,3,-0.40533107359780135,16,1.0,2.0,-0.13841630326565363,0.23939096306857496
3,0.4850418318410969,3,-0.6430896673413694,1,4.0,3.0,-0.13841630326565363,0.7412101168628582
2,-3.0074443114021303,1,-0.8705109309221737,16,1.0,,-0.13841630326565363,-1.5866731799050668
1,0.7887362790796384,3,-0.5835026085773564,7,1.0,3.0,-0.13841630326565363,0.030299648987623603
2,0.33319460822182617,3,-0.4570177244116205,7,1.0,3.0,-0.13841630326565363,1.661211898819044
4,-1.1852776279708812,3,0.6490766030041093,1,1.0,2.0,-1.7194915725679376,-1.0430357632945932
4,0.6368890554603677,3,-0.5603910260392587,1,1.0,3.0,-1.7194915725679376,1.6054542150641238
3,0.4850418318410969,3,-0.7154509784807163,7,4.0,3.0,-0.13841630326565363,0.5599976446593671
0,-0.2741942862552568,3,0.8804899367471696,1,1.0,2.0,-0.9289539379167956,-0.835338391307515
0,-0.12234706263598606,4,-1.230021680127376,1,1.0,2.0,-0.13841630326565363,-0.0324277452366618
0,1.2442779499374506,3,-1.1671923065934955,7,1.0,3.0,-0.13841630326565363,3.4454577789764955
2,-0.729735957113069,3,1.1349311206540094,1,1.0,3.0,-0.13841630326565363,-0.6387925560714207
4,1.0924307263181798,3,-1.192390417200966,1,1.0,,-0.13841630326565363,1.326665796289522
3,1.0924307263181798,3,-1.1186068548285055,7,4.0,3.0,-2.114760389893509,3.347881832405385
3,0.6368890554603677,3,-0.06944158982135808,16,4.0,3.0,1.8379277833622016,1.2290898497184113
